;date;title;comment
535;2018/08/28;CD Projekt: Cyberpunk 2077 jest w stadium framework, produkcja idzie planowo;"Gra Cyberpunk 2077 autorstwa grupy CD Projekt jest w tej chwili w stadium ""framework"", poinformował prezes Adam Kiciński. Produkcja idzie ""zgodnie z planem""."
536;2018/08/28;CD Projekt: Gra Thronebreaker będzie tytułem stand-alone wobec Gwinta;Gra Thronebreaker (Wojna Krwi) autorstwa grupy CD Projekt jest tytułem stand-alone, czyli nie będzie wymagać instalacji gry Gwint: Wiedźmińska Gra Karciana, poinformował prezes Adam Kiciński.
537;2018/08/28;Wiedźmin trzyma się mocno. CD Projekt zarobił na czysto blisko 30 mln zł w II kwartale 2018 r.;CD Projekt i bez nowych premier radzi sobie świetnie, czego dowodem są lepsze od konsensusu rynkowego wyniki za II kwartał br. Mocne rezultaty to w głównej mierze zasługa utrzymującej się na wysokim poziomie sprzedaży Wiedźmina 3: Dziki Gon wraz z dodatkami.
538;2018/08/27;CD Projekt upublicznił blisko godzinny fragment rozgrywki z Cyberpunka;CD Projekt znów sprawił wielką niespodziankę. Studio upubliczniło właśnie 48-minutowy fragment rozgrywki z Cyberpunka 2077, pokazywany dotychczas wyłącznie na zamkniętych pokazach.
539;2018/08/27;WIG20 najwyżej od marca, w grze JSW, Polimex-Mostostal i LiveChat;Świetny początek tygodnia na GPW. Indeks WIG20 przełamał kluczowe opory i jest najwyżej od 5 miesięcy. W górę ciągnie go przede wszystkim PKO BP, PZU, CD Projekt oraz mocno rosnące po wynikach JSW.
540;2018/08/22;Hossa w USA bije rekordy. W Warszawie gorąco na Dino Polska i Erbudzie;Problemy prezydenta Trumpa nie tylko mogą zakończyć trwająca już 3.452 dni hossę na Wall Street, ale też mogą okazać się groźne dla GPW. W środę w Warszawie dominuje atmosfera wyczekiwania na doniesienia z USA. W grze są akcje Dino Polska, Erbudu i CD Projektu.
541;2018/08/21;CD Projekt opublikował garść nowych screenshotów z gry Cyberpunk 2077;Warszawskie studio na targi do Kolonii wybrało się głównie w celach biznesowych i zrezygnowało z oficjalnych pokazów. Na otarcie łez CD Projekt zaserwował fanom Cyberpunka garść nowych screenshotów z gry.
542;2018/08/21;CD Projekt podbija gamescom „aktualizacją systemu” Cyberpunka 2077;"Fani Cyberpunka 2077 obecni na targach w Kolonii nie odejdą z pustymi rękami. Wbrew wcześniejszym sygnałom warszawskie studio jeszcze dzisiaj zaprezentuje ""aktualizację systemu"" pod nazwą ""gamescom wersja 2.18""."
543;2018/08/20;WIG20 odbija. PGE i spółki Czarneckiego na nowych historycznych minimach;W poniedziałek tematem numer jeden na GPW była wyprzedaż spółek kontrolowanych przez Leszka Czarneckiego. Sporo też działo się na spółkach gamingowych. To właśnie dzięki dobremu zachowaniu CD Projektu, a także PKO BP i Orlenu, WIG20 zdołał częściowo odrobić straty z piątku. Obraz rynku niestety dalej pozostaje słaby.
544;2018/08/20;CD Projekt powołuje nową spółkę w ramach grupy do projektu mobilnego;CD Projekt objął większościowy pakiet udziałów w spółce Spokko. Nowa spółka grupy CD Projekt będzie realizowała nieogłoszony jeszcze projekt na urządzenia mobilne.
545;2018/08/10;Komentarz posesyjny: Gorzkie żniwa Erdogana;Wprawdzie od poniedziałku sygnalizowaliśmy swoją nieufność do zaskakująco dobrego sentymentu na rynkach w Polsce i na świecie, ale do wczoraj wydawało się, że tydzień zakończy się w sposób wymarzony dla inwestorów akcyjnych. W nocy z czwartku na piątek zmaterializowało się jedno z narastających od dłuższego czasu ryzyk.
546;2018/08/07;Wtorek na GPW: PKO BP bez dywidendy, CD Projekt powyżej 200 zł, a Krezus zawieszony;Warszawski parkiet póki co pozostaje obojętny na wzrosty indeksów w USA i Europie. Na tle dryfującego rynku wyróżniają się dzisiaj akcje PKO BP i CD Projekt. Z kolei po aferze z zatajonymi transakcjami giełda zawiesiła handel akcjami Krezusa.
547;2018/08/03;Płace w USA stabilne. Bank Chin w końcu reaguje;Neutralna Azja w połączeniu z czwartkowymi zwyżkami za oceanem pozwoliła na umiarkowanie pozytywne rozpoczęcie sesji na Starym Kontynencie. WIG20 po rozpoczęciu sesji nieco powyżej kreski przez większość dnia krążył wokół poziomu neutralnego przy niskich obrotach. Zwiększoną aktywność przyszło nam zaobserwować dopiero w okolicach godziny trzynastej – polski indeks blue chipów gwałtownie zerwał się w górę docierając do poziomu 2.300 pkt. To jednak wszystko na co było stać w piątek obóz byków – od tego momentu WIG20 rozpoczął marsz w kierunku poziomów odniesienia.
548;2018/08/03;WIG20 na rozdrożu. Gorąco na akcjach CD Projektu i Kopeksu;W piątek na GPW błyszczą gwiazdy z poprzednich sesji, czyli przede wszystkim CD Projekt i Kopex. Zmiany na samych indeksach są natomiast niewielkie. Te zdają się czekać na nowe impulsy, które jeszcze dziś mogą napłynąć z USA.
549;2018/08/02;Na rynkach powiało chłodem;Słaba sesja w Azji, podczas której indeks Hang Seng spadł o 2,2 proc., a chiński Shanghai Composite o 2 proc. siłą rzeczy nie mogła spodobać się inwestorom na Starym Kontynencie. Zalana czerwienią Azja była skutkiem kolejnych informacji płynących z Białego Domu, które wskazują na utrzymanie chłodnych relacji na linii USA-Chiny.
550;2018/08/01;WIG20 ratuje się przed przeceną;Wyniki Apple zostały odebrane przez rynek pozytywnie, co przynajmniej na chwilę chroni NASDAQ przed ryzykiem pogłębienia przeceny. Z drugiej strony nastroje na globalnych rynkach w środę mogły psuć kolejne doniesienia z frontu wojny handlowej - najnowsze doniesienia wskazują, że Biały Dom rozważa wprowadzenie o wiele wyższych stawek celnych na produkty importowane z Chin w kwocie 200 mld USD.
551;2018/08/01;Apple przygotował grunt pod wzrosty na giełdach, w grze CD Projekt i CCC;Poprawa nastrojów na Wall Street i wyniki Apple tworzą warunki do wzrostów warszawskich indeksów. Póki co dobrze spisują się akcje samej giełdy. Po wczorajszej przecenie odbija także CD Projekt.
552;2018/07/31;Spadkowy koniec udanego miesiąca. CD Projekt doczekał się solidnej korekty;Realizacją zysków zakończyła się ostatnia lipcowa sesja na warszawskim parkiecie. Giełdę w dół pociągnął CD Projekt i PKN Orlen. Dobrze za to spisała się sama giełda, której akcje podrożały. O nastrojach w środę zdecydują wyniki Apple.
553;2018/07/31;Czy Apple rozgoni czarne chmury?;Pomimo iż NASDAQ zamknął się w poniedziałek po raz trzeci na minusie, dzisiejsza sesja na światowych giełdach miała mieszany przebieg.
554;2018/07/30;Giełdy szukają nowych impulsów. Tanieje KGHM, CD Projekt poprawia rekordy;WIG20 rozpoczyna nowy tydzień od wzrostów. O kierunku indeksów w najbliższych dniach zdecyduje sytuacja na Wall Street, wyniki spółek, decyzje banków centralnych oraz dane makro.
555;2018/07/27;Vestor DM rozpoczął wydawanie rekomendacji dla akcji CD Projektu, 11 bit studios i PlayWay;Biuro raportem z 25 lipca rozpoczęło wydawanie rekomendacji dla akcji CD Projektu od zalecenia akumuluj i ceny docelowej na poziomie 231 zł. W wypadku 11 bit studios i PlayWay Vestor DM zaleca kupno z wycenami odpowiednio na 511 zł oraz 195 zł.
556;2018/07/26;Wyniki spółek i porozumienie USA-UE wspierają GPW, w grze Lotos i debiutujący Silvair;WIG20 rośnie piątą kolejną sesję, powoli zbliżając się do 2.300 pkt. Dobre nastroje to zasługa pozytywnych wieści m.in. z Lotosu, Budimeksu i Banku Millennium, a także odsuniętego ryzyka wojen handlowych pomiędzy USA a Unią Europejską. W czwartek na GPW udanie zadebiutowały akcje spółki Silvair.
557;2018/07/26;Na GPW zadebiutowały certyfikaty strukturyzowane ING Turbo na akcje CD Projektu;Do obrotu na warszawskiej giełdzie trafiły certyfikaty strukturyzowane ING Turbo oparte o akcje CD Projektu. Oprócz nich do na GPW zadebiutowały także dwa certyfikaty Turbo na WIG20 oraz po jednym na Orange Polska i indeks DAX.
558;2018/07/24;WIG20 najwyżej od miesiąca, gorąco na KGHM-ie i CD Projekcie;WIG20 kolejny dzień utrzymuje się w czołówce najmocniejszych europejskich indeksów. Duża w tym zasługa KGHM-u i CD Projektu. Niestety, wciąż słabo radzą sobie małe i średnie spółki.
559;2018/07/19;Spadki na CD Projekcie i KGHM-ie. Orlen rośnie po odcięciu dywidendy;Wyniki kwartalne spółek kształtują nastroje na największych światowych giełdach. Wkrótce do tego grona dołączyć powinna giełda w Warszawie. Póki co jednak, główną rolę odgrywają inne tematy. W czwartek w centrum uwagi znalazły się walory CD Projektu, KGHM-u, Orlenu i Qumaka.
560;2018/07/18;CD Projekt z nowym rekordem i 20 mld zł kapitalizacji. Gorąco także na Idea Banku;W tym roku warszawska giełda nie zachwyca, za to CD Projekt wręcz przeciwnie. W środę kapitalizacja giganta z branży gamedev przekroczyła 20 mld zł. Za sprawą zapowiedzianej fuzji w centrum uwagi są także spółki Leszka Czarneckiego.
561;2018/07/17;Skromne wzrosty na GPW. Idea Bank na celowniku spekulantów;Wakacyjna zmienność i obroty na GPW jeszcze dzisiaj po południu mogą dobiec końca za sprawą impulsów z USA. Póki co trwa jednak wyczekiwanie. Nieco ciekawiej jest tylko na KGHM, spółkach gamingowych i Idea Banku.
562;2018/07/17;Analiza techniczna 5 tegorocznych hitów inwestycyjnych z branży gier wideo;Akcje producentów gier wideo to bezapelacyjnie inwestycyjny hit tego roku. Mimo słabego szerokiego rynku, na akcjach czołowych spółek z branży można było wycisnąć nawet trzycyfrowe stopy zwrotu. Wojciech Kręcki, autor portfela Cztery Fazy Rynku na StockWatch.pl sprawdził scenariusze techniczne na kolejne tygodnie dla akcji CD Projektu, 11 bit studios, PlayWay, Vivid Games oraz Ten Square Games.
563;2018/07/13;Amerykańskie banki otwierają sezon wyników. W Warszawie CD Projekt rośnie jak na drożdżach;Pierwsza połowa piątkowej sesji na GPW upłynęła pod znakiem umiarkowanych spadków. Ot, kolejna wakacyjna sesja, połączona z wyczekiwaniem na wyniki amerykańskich banków. W tym czasie w centrum uwagi pozostawał CD Projekt i nowe rekordy cenowe na jego kursie akcji.
564;2018/07/10;Mocne wzrosty na GPW. Kruk i CD Projekt bohaterami sesji;Poprawa nastrojów na światowych giełdach dotarła nad Wisłę. Szczególnie cieszy, że wspierają ją pozytywne doniesienia ze spółek. Mocno drożeje Kruk, Ten Square Games i bijący rekordy CD Projekt. Powodów do radości nie mają natomiast akcjonariusze Play, którego kurs akcji jest najniżej w historii.
565;2018/07/09;Rynki łapią oddech;Poniedziałkowa sesja zakończyła się wzrostami na większości parkietów azjatyckich. Hang Seng zyskał 1,3 proc., natomiast Nikkei 1,2 proc. Zjawisko to potwierdza, że dotychczasowe decyzje w kontekście wojny handlowej zostały już uwzględnione w cenach. Nie zmienia to jednak faktu, że przed nami wiele ryzyk, które poważnie mogą zachwiać globalnymi nastrojami. Nie ulega wątpliwości, że atmosfera wokół rynków wschodzących wciąż pozostaje daleka od idealnej.
566;2018/07/09;Nieśmiałe wzrosty na starcie tygodnia, w centrum uwagi KGHM i Ciech;Temat wojen handlowych chwilowo zszedł na dalszy plan, a inwestorzy powoli zerkają w kierunku zbliżającego się dużymi krokami sezonu wyników. Na GPW z poprawy nastrojów korzystają przede wszystkim KGHM i Ciech. Niestety, perspektywy na kolejne sesje nie są zbyt optymistyczne.
567;2018/07/06;Na GPW brakuje odważnych do kupna akcji, w grze Polenergia i CD Projekt;Inwestorzy nie palą się do kupowania akcji przed weekendem. Wielu z nich obawia się, że przyszły tydzień na giełdach będzie stał pod znakiem zaostrzającej się wojny handlowej na lini USA-Chiny. W efekcie piątkowa sesja na europejskich giełdach upływa pod znakiem typowo wakacyjnego handlu.
568;2018/07/05;WIG20 ugina się pod ciężarem dywidendy Pekao. CD Projekt znów bije rekordy;Czwartkowa sesja jest pierwszą, na której akcje Pekao notowane są bez dywidendy. Odcięcie - z racji cenowego charakteru indeksu - spycha WIG20 na południe. Poza tym jednak nastroje na GPW są relatywnie dobre.
569;2018/07/04;Warszawska giełda kontynuuje odbicie. CD Projekt z szansą na rekordy;Wszystko co miało się dziś wydarzyć na GPW, już się wydarzyło. Święto w USA skazuje giełdy na marazm w drugiej połowie dnia. Z drugiej strony dzięki temu jest szansa na przedłużenie wzrostowej korekty o jeszcze jeden dzień. Przynajmniej do piątku, gdy wróci temat wojen handlowych.
570;2018/06/27;Trailer gry Cyberpunk 2077 bije rekordy popularności w sieci;W 2,5 tygodnia od publikacji filmik promujący najnowszą produkcję CD Projektu wyświetlono w serwisie YouTube 13,4 mln razy. Cyberpunk 2077 wciąż jest w fazie produkcji, ale już teraz nie ma wątpliwości, że aspiruje do miana największej i najpopularniejszej polskiej gry w historii.
571;2018/06/27;CD PROJEKT – analiza techniczna na życzenieSTREFA PREMIUM;
572;2018/06/26;CD Projekt zakłada wyjście z bety Gwinta i premierę Thronebreakera w tym roku;CD Projekt zakłada, że wyjście z bety gry Gwint: Wiedźmińska Gra Karciana oraz premiera fabularnego dodatku Thronebreaker nastąpią w tym roku, poinformował członek zarządu ds. finansowych Piotr Nielubowicz.
573;2018/06/26;CD Projekt mocno zainwestuje w marketing Cyberpunk 2077 z własnych środków;CD Projekt oczekuje, że budżet marketingowy Cyberpunk 2077 będzie większy niż w przypadku Wiedźmina 3: Dziki Gon, poinformował członek zarządu ds. finansowych Piotr Nielubowicz. Liczy on, że pokazanie rozgrywki z perspektywy pierwszej osoby (first person perspective - FPP), przy zachowaniu waloru klasycznej gry role-playing (RPG), zwiększy grupę potencjalnych odbiorców.
574;2018/06/25;3 giełdowe spółki, które wycisną ekstra zyski ze Steam Summer Sale 2018;Na letniej wyprzedaży gier znów świetnie sprzedaje się trzecia część Wiedźmina w wersji GOTY. Ale nie tylko CD Projekt ma powody do zadowolenia. Z akcji zniżkowej organizowanej przez Valve ekstra zyski wyciśnie też kilku innych polskich producentów i wydawców gier komputerowych notowanych na GPW.
575;2018/06/22;WIG20 łapie oddech po ciężkim tygodniu. Rośnie CD Projekt i Vivid Games;Mieszane wstępne odczyty PMI ze strefy euro nie popsuły nastrojów na europejskich giełdach, gdzie większość indeksów świeci na zielono. W Warszawie z okazji do odrabiania strat z poprzednich sesji korzysta przede wszystkim segment blue chipów. Na przeciwnym biegunie są z kolei maluchy, których indeks ustala dziś nowe roczne minima.
576;2018/06/19;Krwawy początek sesji na GPW. Mocna przecena Lotosu i KGHM-u;Amerykańsko-chińska wojna na cła psuje nastroje na światowych giełdach, ściągając tym samym w dół również GPW. Widoki na przyszłość nie są najlepsze. I to niezależnie od tego, czy oceniamy je na podstawie przesłanek fundamentalnych, czy też sytuacji na wykresach warszawskich indeksów. Jedyną nadzieją jest to, że rynek jest mocno wyprzedany, więc na koniec dnia skala przeceny zostanie zredukowana.
577;2018/06/15;CD Projekt bije rekordy, reszta patrzy na kontrakty;Nowy dzień i nowy rekord kursu CD Projektu. Gwiazda targów E3 nie przestaje błyszczeć. Reszta dużych spółek wpatruje się w rynek terminowy, gdzie dziś wygasają czerwcowe kontrakty. To one zdecydują o losach dzisiejszej sesji na GPW. Zwłaszcza o losach indeksu WIG20, który w pierwszej połowie dnia traci na wartości.
578;2018/06/13;Cyfrowy Polsat ciągnie GPW w dół, wciąż gorąco na CD Projekcie;Dobre zachowanie CD Projekt to za mało, żeby warszawskie indeksy ruszyły do góry. Mocna przecena Cyfrowego Polsatu, taniejący PKN Orlen i słabe zachowanie sektora finansowego ciągnie GPW w dół. To może być jednak dopiero początek jej kłopotów. Byki może dobić jeszcze Fed.
579;2018/06/12;CD Projekt zdominował sesję na GPW, w tle decyzje Fed i ECB;Cyberpunk 2077 budzi emocje nie tylko wśród miłośników gier, ale również wśród inwestorów. CD Projekt to obecnie najgorętsza spółka na GPW. Reszta w zasadzie robi za tło. Inwestorzy czekają na decyzje Fed-u i ECB.
580;2018/06/11;3 niespodzianki, jakie CD Projekt ukrył w najnowszym trailerze Cyberpunk 2077;Cyberpunk 2077 okazał się gwoździem programu konferencji Xbox poprzedzającej rozpoczynające się we wtorek targi E3 w Los Angeles. CD Projekt nie tylko pokazał filmik promujący jedną z najbardziej oczekiwanych gier na świecie, ale też naszpikował go ukrytymi przekazami. Kilka istotnych udało się już namierzyć i rozszyfrować.
